	Name_in_tree	Taxon	Clade	Subclade	Subclade_2	Max_age	Min_age	FL	FC	FML	FAP	HL	HC	HML	HAP	Juvenile	Bonebed
314	Citipati	Citipati_osmolskae	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Late_Campanian	NA	127	NA	NA	233	NA	NA	NA	0	0
315	Coelophysis_bauri	Coelophysis_bauri	Theropoda	basal_theropod	basal_theropod	Norian	Rhaetian	217	50.5	NA	13.3	NA	NA	NA	NA	0	0
316	not	Coelophysis_bauri	Theropoda	basal_theropod	basal_theropod	Norian	Rhaetian	209	49	NA	NA	120	NA	NA	NA	0	0
317	Skayentakatae	Coelophysis_kayentakatae	Theropoda	basal_theropod	basal_theropod	Sinemurian	Pliensbachian	272	76	23.1	21.6	NA	NA	NA	NA	0	0
318	Coelophysis_rhodesiensis	Coelophysis_rhodesiensis	Theropoda	basal_theropod	basal_theropod	Hettangian	Sinemurian	208	56	17	16.5	100	NA	NA	NA	0	0
319	not	Coelurus_fragilis	Theropoda	basal_coelurosaur	basal_coelurosaur	Kimmeridgian	Tithonian	210	75	19	22	119	NA	NA	NA	0	0
320	Compsognathus	Compsognathus_corallestris	Theropoda	basal_coelurosaur	basal_coelurosaur	Early_Tithonian	Early_Tithonian	110	NA	NA	11.1	54	NA	NA	NA	0	0
321	not	Compsognathus_longipes	Theropoda	basal_coelurosaur	basal_coelurosaur	Early_Tithonian	Early_Tithonian	71.5	NA	NA	9.65	39	NA	NA	NA	0	0
322	Conchoraptor	Conchoraptor_gracilis	Theropoda	Oviraptorosauria	Oviraptorosauria	Campanian	Campanian	NA	NA	NA	NA	61	NA	NA	NA	0	0
323	Concornis	Concornis_lacustris	Theropoda	Avialae	Avialae	Late_Barremian	Late_Barremian	25	NA	NA	2.2	32	NA	NA	NA	0	0
324	Condorraptor	Condorraptor_currumili	Theropoda	Megalosauroidea	Megalosauroidea	Bajocian	Callovian	NA	188	62	60	NA	NA	NA	NA	0	0
325	Confuciusornis_sanctus	Confuciusornis_sanctus	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	56	NA	NA	5.1	67	NA	NA	NA	0	0
326	not	Confuciusornis_feducciai	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	59	NA	6.7	NA	78.5	NA	NA	NA	0	0
327	Confuciusornis_dui	Confuciusornis_dui	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	35	NA	NA	NA	42	NA	NA	NA	0	0
328	not	Confuciusornis_suniae	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	45	NA	NA	NA	51	NA	NA	NA	0	0
329	not	Confuciusornis_jianchangensis	Theropoda	Avialae	Avialae	Aptian	Aptian	42	NA	NA	NA	NA	NA	NA	NA	0	0
330	not	Cruxicheiros_newmanorum	Theropoda	basal_theropod	basal_theropod	Early_Bathonian	Early_Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
331	Cryolophosaurus	Cryolophosaurus_ellioti	Theropoda	basal_theropod	basal_theropod	Sinemurian	Pliensbachian	769	185	NA	NA	NA	NA	NA	NA	0	0
332	not	Dalingheornis_liwei	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	10.5	NA	1.1	NA	12.1	NA	NA	NA	1	0
333	not	Dapingfangornis_sentisorhinus	Theropoda	Avialae	Avialae	Aptian	Aptian	23	NA	NA	2.3	24	NA	NA	NA	0	0
334	Daspletosaurus	Daspletosaurus_torosus	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Campanian	1030	390	108.3	NA	NA	NA	NA	NA	0	0
335	not	Daspletosaurus_torosus	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Campanian	NA	NA	NA	NA	357	NA	NA	NA	0	0
336	not	Daspletosaurus_torosus	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Campanian	655	226	NA	NA	225	NA	NA	NA	0	0
337	not	Daspletosaurus_torosus	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Campanian	1000	415	NA	NA	NA	NA	NA	NA	0	0
338	Deinonychus	Deinocheirus_mirificus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	938	290	NA	NA	0	0
339	not	Deinonychus_antirrhopus	Theropoda	Dromaeosauridae	Dromaeosauridae	Aptian	Albian	335	116	37.8	32.1	254	NA	NA	NA	0	0
340	not	Deinonychus_antirrhopus	Theropoda	Dromaeosauridae	Dromaeosauridae	Aptian	Albian	NA	NA	NA	NA	227	NA	NA	NA	0	0
341	not	Deltadromeus_agilis	Theropoda	Ceratosauria	Ceratosauria	Early_Cenomanian	Early_Cenomanian	740	191	55.1	63.6	328	NA	NA	NA	0	0
342	not	Didactylornis_jii	Theropoda	Avialae	Avialae	Aptian	Aptian	80	NA	NA	10	131	NA	NA	NA	0	0
343	Dilong	Dilong_paradoxus	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Barremian	Early_Aptian	179	NA	NA	18.7	90.4	NA	10.3	NA	1	0
344	not	Dilong_paradoxus	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Late_Barremian	Early_Aptian	179	NA	NA	18.7	90.4	NA	10.3	NA	1	0
345	D_sinensis	Dilophosaurus_sinensis	Theropoda	basal_theropod	basal_theropod	Hettangian	Sinemurian	590	220	NA	NA	302	125	NA	NA	0	0
346	Dilophosaurus	Dilophosaurus_wetherilli	Theropoda	basal_theropod	basal_theropod	Sinemurian	Pliensbachian	610	185	NA	NA	NA	NA	NA	NA	0	0
347	not	Dilophosaurus_wetherilli	Theropoda	basal_theropod	basal_theropod	Sinemurian	Pliensbachian	557	173	NA	NA	270	NA	NA	NA	0	0
348	not	Dracovenator_regenti	Theropoda	basal_theropod	basal_theropod	Hettangian	Sinemurian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
349	not	Dromaeosauroides_bornholmensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Berriasian	Late_Berriasian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
350	Dromaeosaurus	Dromaeosaurus_albertensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
351	Dryptosaurus	Dryptosaurus_aquilunguis	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Late_Maastrichtian	Late_Maastrichtian	800	274	92	81	300	137	NA	NA	0	0
352	Dubreuillosaurus	Dubreuillosaurus_valesdunensis	Theropoda	Megalosauroidea	Megalosauroidea	Bathonian	Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
353	Duriavenator	Duriavenator_hesperis	Theropoda	Megalosauroidea	Megalosauroidea	Late_Bajocian	Late_Bajocian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
354	Ekrixinatosaurus	Ekrixinatosaurus_novasi	Theropoda	Ceratosauria	Ceratosauria	Early_Cenomanian	Early_Cenomanian	770	295	97	89	NA	NA	NA	NA	0	0
355	Elaphrosaurus	Elaphrosaurus_bambergi	Theropoda	Ceratosauria	Ceratosauria	Late_Kimmeridgian	Tithonian	529	167	45	59	NA	NA	NA	NA	0	0
356	Elmisaurus	Elmisaurus_rarus	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
357	not	Elopteryx_nopcsai	Theropoda	Troodontidae	Troodontidae	Maastrichtian	Maastrichtian	NA	57	17	16	NA	NA	NA	NA	0	0
358	Elsornis	Elsornis_keni	Theropoda	Avialae	Avialae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	77.3	NA	7	NA	0	0
359	Enaliornis	Enaliornis	Theropoda	Avialae	Avialae	Late_Albian	Late_Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
360	not	Enantiophoenix_electrophyla	Theropoda	Avialae	Avialae	Early_Cenomanian	Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
361	not	Enantiornis_leali	Theropoda	Avialae	Avialae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	26.9	NA	NA	NA	0	0
362	Enigmosaurus	Enigmosaurus_mongoliensis	Theropoda	Therizinosauria	Therizinosauria	Cenomanian	Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
363	Eocarcharia	Eocarcharia_dinops	Theropoda	Allosauroidea	Allosauroidea	Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
364	Eocathayornis	Eocathayornis_walkeri	Theropoda	Avialae	Avialae	Aptian	Aptian	NA	NA	NA	NA	23.5	NA	2.3	NA	0	0
365	Eoconfuciusornis	Eoconfuciusornis_zhengi	Theropoda	Avialae	Avialae	Hauterivian	Barremian	34	NA	NA	3.5	32	NA	NA	NA	0	0
366	Eoenantiornis	Eoenantiornis_buhleri	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	26.5	NA	NA	3	29.5	NA	NA	NA	0	0
367	Eoalulavis	Eolalulavis_hoyasi	Theropoda	Avialae	Avialae	Late_Barremian	Late_Barremian	NA	NA	NA	2.35	26.2	NA	NA	NA	0	0
368	Eoraptor	Eoraptor_lunensis	Theropoda	basal_theropod	basal_theropod	Carnian	Carnian	154	62	12.7	19.6	85	NA	NA	NA	0	0
369	not	Eodromaeus_murphi	Theropoda	basal_theropod	basal_theropod	Carnian	Carnian	160	NA	NA	NA	85	NA	NA	NA	0	0
370	Eotyrannus	Eotyrannus_lengi	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Barremian	Barremian	NA	NA	NA	NA	235	NA	NA	NA	1	0
371	not	Epidendrosaurus_ningchengensis	Theropoda	Avialae	Avialae	Bathonian	Bathonian	16.2	NA	NA	NA	17.1	NA	NA	NA	1	0
372	Epidexipteryx	Epidexipteryx_hui	Theropoda	Avialae	Avialae	Bathonian	Bathonian	51	NA	4.6	NA	50	NA	NA	NA	0	0
373	not	Erectopus_superbus	Theropoda	Allosauroidea	Allosauroidea	Early_Albian	Early_Albian	480	175	54	52	NA	NA	NA	NA	0	0
374	Erliansaurus	Erliansaurus_bellamanus	Theropoda	Therizinosauria	Therizinosauria	Campanian	Maastrichtian	412	NA	50	43	276	NA	NA	NA	0	0
375	Erlikosaurus	Erlikosaurus_andrewsi	Theropoda	Therizinosauria	Therizinosauria	Cenomanian	Turonian	NA	NA	NA	NA	300	NA	NA	NA	0	0
376	not	Eshanosaurus_deguchiianus	Theropoda	Therizinosauria	Therizinosauria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
377	Eustreptospondylus	Eustreptospondylus_oxoniensis	Theropoda	Megalosauroidea	Megalosauroidea	Late_Callovian	Late_Callovian	510	188	56.2	56.1	231	NA	NA	NA	1	0
378	Falcarius	Falcarius_utahensis	Theropoda	Therizinosauria	Therizinosauria	Barremian	Barremian	340	110	35.6	38.5	NA	NA	NA	NA	0	0
379	Fukuiraptor	Fukuiraptor_kitadaniensis	Theropoda	Allosauroidea	Allosauroidea	Barremian	Barremian	507	164	NA	NA	230	NA	NA	NA	1	1
380	Gallimimus	Gallimimus_bullatus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	680	207.5	59.2	63.1	NA	NA	NA	NA	0	0
381	not	Gallimimus_bullatus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	665	205	62	NA	530	NA	NA	NA	0	0
382	not	Gallimimus_bullatus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	395	128	NA	NA	NA	NA	NA	NA	0	0
383	not	Gallimimus_bullatus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	392	NA	NA	NA	NA	NA	NA	NA	0	0
384	Gansus	Gansus_yumensis	Theropoda	Avialae	Avialae	Aptian	Aptian	31	NA	NA	3	48	NA	NA	NA	0	1
385	not	Gargantuavis_philoinos	Theropoda	Avialae	Avialae	Late_Campanian	Early_Maastrichtian	NA	148	NA	NA	NA	NA	NA	NA	0	0
386	Garudimimus	Garudimimus_brevipes	Theropoda	Ornithomimosauria	Ornithomimosauria	Cenomanian	Turonian	371	NA	36	36	NA	NA	NA	NA	0	0
387	not	Garudimimus_brevipes	Theropoda	Ornithomimosauria	Ornithomimosauria	Cenomanian	Turonian	499	NA	NA	46	NA	NA	NA	NA	0	0
388	not	Gasosaurus_constructus	Theropoda	basal_theropod	basal_theropod	Bajocian	Callovian	499	NA	NA	NA	245	NA	NA	NA	0	0
389	Genusaurus	Genusaurus_sisteronis	Theropoda	Ceratosauria	Ceratosauria	Albian	Albian	390	114	NA	NA	NA	NA	NA	NA	0	0
390	Genyodectes	Genyodectes_serus	Theropoda	Ceratosauria	Ceratosauria	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
391	Giganotosaurus	Giganotosaurus_carolinii	Theropoda	Allosauroidea	Allosauroidea	Early_Cenomanian	Early_Cenomanian	1320	525	174.6	152.4	NA	NA	NA	NA	0	0
392	Gigantoraptor	Gigantoraptor_erlianensis	Theropoda	Oviraptorosauria	Oviraptorosauria	Campanian	Maastrichtian	1100	349	NA	NA	735	NA	NA	NA	0	0
393	Gobipteryx	Gobipteryx_minuta	Theropoda	Avialae	Avialae	Campanian	Campanian	36	NA	2.7	NA	44	NA	3.3	NA	1	0
394	not	Gojirasaurus_quayi	Theropoda	basal_theropod	basal_theropod	Norian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
395	Gorgosaurus	Gorgosaurus_libratus	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Campanian	1040	378	NA	NA	324	NA	NA	NA	0	0
396	Graciliraptor	Graciliraptor_lujiatunensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Barremian	Early_Aptian	NA	27	7.5	7.1	105	NA	NA	NA	0	0
397	not	Graculavus	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
398	not	Guaibasaurus_candelariensis	Theropoda	basal_theropod	basal_theropod	Norian	Norian	268	NA	23	24	131	NA	NA	NA	0	0
399	Guanlong	Guanlong_wucaii	Theropoda	basal_coelurosaur	basal_coelurosaur	Oxfordian	Oxfordian	408	104	NA	NA	212	NA	NA	NA	0	0
400	not	Guanlong_wucaii	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Oxfordian	Oxfordian	408	104	NA	NA	212	NA	NA	NA	0	0
401	not	Gurilynia_nessovi	Theropoda	Avialae	Avialae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
402	Hagryphus	Hagryphus_giganteus	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
403	not	Halimornis_thompsoni	Theropoda	Avialae	Avialae	Early_Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
404	Haplocheirus	Haplocheirus_sollers	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Oxfordian	Oxfordian	214	NA	17.48	21.59	104	41	10.9	10.2	0	0
405	Harpymimus	Harpymimus_okladnikovi	Theropoda	Ornithomimosauria	Ornithomimosauria	Albian	Late_Albian	NA	NA	NA	NA	294	NA	NA	NA	0	0
406	Herrerasaurus	Herrerasaurus_ischigualastensis	Theropoda	basal_theropod	basal_theropod	Carnian	Carnian	482	169.5	55.1	54.4	NA	NA	NA	NA	0	0
407	not	Herrerasaurus_ischigualastensis	Theropoda	basal_theropod	basal_theropod	Carnian	Carnian	354	NA	NA	NA	181.6	NA	NA	NA	0	0
408	Hesperonychus	Hesperonychus_elizabethae	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
409	not	Hesperornis_regalis	Theropoda	Avialae	Avialae	Coniacian	Campanian	98	NA	22	19.2	152	NA	NA	NA	0	0
410	Hexing	Hexing_qingyi	Theropoda	Ornithomimosauria	Ornithomimosauria	Coniacian	Santonian	135	NA	NA	NA	90	NA	NA	NA	0	0
411	Hesperornis	Hesperornis_crassipes	Theropoda	Avialae	Avialae	Coniacian	Santonian	51	NA	21	21	NA	NA	NA	NA	0	0
412	Heyuannia	Heyuannia_huangi	Theropoda	Oviraptorosauria	Oviraptorosauria	Maastrichtian	Maastrichtian	255	NA	26	NA	NA	NA	NA	NA	0	0
413	Hongshanornis	Hongshanornis_longicresta	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	22	NA	NA	1.9	26	NA	NA	NA	0	0
414	not	Horezmavis	Theropoda	Avialae	Avialae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
415	Huixagnathus	Huaxiagnathus_orientalis	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Barremian	Early_Aptian	164	NA	NA	24	89	NA	NA	NA	0	0
416	not	Hulsanpes_perlei	Theropoda	basal_coelurosaur	basal_coelurosaur	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
417	not	Huoshanornis_huji	Theropoda	Avialae	Avialae	Aptian	Aptian	21	NA	NA	1.8	22	NA	NA	NA	0	0
418	Iberomesornis	Iberomesornis_romerali	Theropoda	Avialae	Avialae	Late_Barremian	Late_Barremian	16.4	NA	NA	1.5	17.6	NA	NA	NA	0	0
419	not	Iaceornis_marshi	Theropoda	Avialae	Avialae	Coniacian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
420	Ichthyornis	Ichthyornis_dispar	Theropoda	Avialae	Avialae	Turonian	Santonian	30.5	NA	2.5	3	58	NA	4.8	3	0	0
421	IGM100/1126	IGM100_1128	Theropoda	Troodontidae	Troodontidae	Campanian	Campanian	99	22	NA	NA	NA	NA	NA	NA	0	0
422	IGM100/1323	IGM100_1323	Theropoda	Troodontidae	Troodontidae	Campanian	Campanian	70	NA	NA	NA	NA	NA	NA	NA	0	0
423	IGM100/44	IGM100_44	Theropoda	Troodontidae	Troodontidae	Late_Albian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
424	not	Iliosuchus_incognitus	Theropoda	basal_theropod	basal_theropod	Bathonian	Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
425	Ilokelesia	Ilokelesia_aguadagrandensis	Theropoda	Ceratosauria	Ceratosauria	Late_Cenomanian	Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
426	Incisivosaurus	Incisivosaurus_gauthieri	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Barremian	Early_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
427	Indosaurus	Indosaurus_matleyi	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
428	not	Indosuchus_raptorius	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
429	Ingenia	Ingenia_yanshini	Theropoda	Oviraptorosauria	Oviraptorosauria	Campanian	Campanian	235	84	27	NA	139	NA	NA	NA	0	0
430	Irritator	Irritator_challengeri	Theropoda	Megalosauroidea	Megalosauroidea	Albian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
431	not	Itemirus_medullaris	Theropoda	Dromaeosauridae	Dromaeosauridae	Turonian	Late_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
432	Jeholornis	Jeholornis_prima	Theropoda	Avialae	Avialae	Aptian	Aptian	75	NA	NA	9.4	110	NA	NA	NA	0	0
433	Jianchangornis	Jianchangornis_microdonta	Theropoda	Avialae	Avialae	Aptian	Aptian	60	NA	NA	6	76	NA	NA	NA	1	0
434	not	Jibeinia_luanhera	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	22.2	NA	1.9	NA	23.3	NA	NA	NA	0	0
435	Jinfengopteryx	Jinfengopteryx_elegans	Theropoda	Troodontidae	Troodontidae	Early_Cretaceous	Early_Cretaceous	70	NA	NA	7.5	49	NA	NA	NA	0	0
436	Jinzhouornis_zhangjiyingia	Jinzhouornis_zhangjiyingia	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
437	Jixianornis	Jixiangornis_orientalis	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	71.9	NA	NA	7.1	112	NA	NA	NA	0	0
438	not	Judinornis_nogontsavensis	Theropoda	Avialae	Avialae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
439	not	Juravenator_starki	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Kimmeridgian	Late_Kimmeridgian	52	NA	NA	6	27	NA	NA	NA	1	0
440	not	Kaijiangosaurus_lini	Theropoda	basal_theropod	basal_theropod	Bajocian	Callovian	400	NA	NA	NA	NA	NA	NA	NA	0	0
441	not	Kakuru_kujani	Theropoda	basal_theropod	basal_theropod	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
442	not	Kelmayisaurus_petrolicus	Theropoda	Allosauroidea	Allosauroidea	Late_Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
443	Khaan	Khaan_mckennai	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Late_Campanian	140	72	NA	NA	88	NA	NA	NA	0	0
444	not	Kinnareemimus	Theropoda	Ornithomimosauria	Ornithomimosauria	Barremian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	1	1
445	not	Qiupalong_henanensis	Theropoda	Ornithomimosauria	Ornithomimosauria	Campanian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
446	not	Kizylkumavis_cretacea	Theropoda	Avialae	Avialae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
447	not	Kryptops_palaios	Theropoda	Ceratosauria	Ceratosauria	Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
448	not	Kuszholia	Theropoda	Avialae	Avialae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
449	not	Labocania_anomala	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
450	Laevisuchus	Laevisuchus_indicus	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
451	not	Lametasaurus_indicus	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
452	not	Lectavis_bretincola	Theropoda	Avialae	Avialae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
453	not	Lenesornis_maltshavskyi	Theropoda	Avialae	Avialae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
454	Leptorhynchos	Leptorhynchos	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
455	Leshansaurus	Leshansaurus_qianweiensis	Theropoda	Megalosauroidea	Megalosauroidea	Oxfordian	Early_Kimmeridgian	600	NA	74	NA	NA	NA	NA	NA	0	0
456	Liaoningornis	Liaoningornis_longiditris	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	27	NA	2.35	NA	NA	NA	NA	NA	0	0
457	not	Ligabueino_andesi	Theropoda	Ceratosauria	Ceratosauria	Barremian	Early_Aptian	64	15	5.2	NA	NA	NA	NA	NA	1	0
458	Liliensternus	Liliensternus_liliensterni	Theropoda	basal_theropod	basal_theropod	Rhaetian	Rhaetian	424	110	31.1	37.8	200	NA	NA	NA	0	0
459	Limenavis	Limenavis_patagonica	Theropoda	Avialae	Avialae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
460	Limusaurus	Limusaurus_inextricabilis	Theropoda	Ceratosauria	Ceratosauria	Oxfordian	Oxfordian	210	NA	NA	20	85	NA	NA	NA	0	0
461	not	Linheraptor_exquisitus	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	225	NA	NA	NA	157	NA	NA	NA	0	0
462	not	Lonchodytes_estesi	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
463	not	Longchengornis_sanyanensis	Theropoda	Avialae	Avialae	Aptian	Aptian	26	NA	2.6	NA	27.6	NA	12	NA	0	0
464	Longipteryx	Longipteryx_chaoyangensis	Theropoda	Avialae	Avialae	Aptian	Aptian	30	NA	NA	3.2	43	NA	NA	NA	0	0
465	Longirostravis	Longirostravis_hani	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	20	NA	1.8	NA	24	NA	NA	NA	0	0
466	not	Lophostropheus_airlensis	Theropoda	basal_theropod	basal_theropod	Rhaetian	Hettangian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
467	not	Lourinhanosaurus_antunesi	Theropoda	Allosauroidea	Allosauroidea	Late_Kimmeridgian	Early_Tithonian	430	161	50	46	NA	NA	NA	NA	0	0
468	not	Luanchuanraptor_henanensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Maastrichtian	NA	NA	NA	NA	174	NA	NA	NA	0	0
469	Magnosaurus	Magnosaurus_nethercombensis	Theropoda	Megalosauroidea	Megalosauroidea	Early_Bajocian	Early_Bajocian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
470	Makhala	Mahakala_omnogovae	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Campanian	Late_Campanian	79	19.93	6	NA	37.5	NA	NA	NA	0	0
471	Majungasaurus	Majungasaurus_crenatissimus	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	323	NA	NA	NA	NA	NA	NA	0	0
472	not	Majungasaurus_crenatissimus	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	207	NA	NA	NA	0	0
473	Mapusaurus	Mapusaurus_roseae	Theropoda	Allosauroidea	Allosauroidea	Late_Cenomanian	Turonian	1300	455	NA	NA	300	NA	NA	NA	0	1
474	Marshosaurus	Marshosaurus_bicentesimus	Theropoda	Megalosauroidea	Megalosauroidea	Kimmeridgian	Tithonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
475	not	Martinavis	Theropoda	Avialae	Avialae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
476	not	Martinavis	Theropoda	Avialae	Avialae	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
477	Masiakasaurus	Masiakasaurus_knopfleri	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	202	65	18	18.3	NA	NA	NA	NA	0	1
478	Megalosaurus	Megalosaurus_bucklandii	Theropoda	Megalosauroidea	Megalosauroidea	Bathonian	Bathonian	830	310	NA	NA	388	191	NA	NA	0	1
479	Megaraptor	Megaraptor_namunhuaiquii	Theropoda	Allosauroidea	Allosauroidea	Late_Turonian	Early_Coniacian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
480	not	Megaraptor_namunhuaiquii	Theropoda	Allosauroidea	Allosauroidea	Late_Turonian	Early_Coniacian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
481	Mei	Mei_long	Theropoda	Troodontidae	Troodontidae	Late_Barremian	Early_Aptian	77	20.7	6	NA	43.6	NA	3.6	2.8	0	0
482	Metriacanthosaurus	Metriacanthosaurus_parkeri	Theropoda	Allosauroidea	Allosauroidea	Early_Oxfordian	Early_Oxfordian	850	296	NA	NA	NA	NA	NA	NA	0	0
